Critical Thinking in English,5,3,False
TOPIK한국어,1,3,False
객체지향프로그래밍,6,3,True
고급미적분학2,2,5,True
고급미적분학3,2,3,False
과학의역사와철학,4,3,False
국어2,8,3,False
기초물리학(EC),1,3,False
기초정수론,1,3,False
날씨와기후,1,3,False
문학,4,3,False
문학과사회,1,3,False
문화경제지리,2,2,False
물리학및실험2,8,4,True
물리학및실험Ⅱ,1,5,True
물리학특강(열및통계물리학),1,3,False
물리학특강(전자회로의이해와응용),2,3,True
미분방정식,2,3,False
미술,4,2,True
미적분학1,2,5,True
미적분학2,6,5,True
별과우주,1,3,False
분광학입문,2,3,False
생명과학탐구,1,3,False
생물학및실험2,8,4,True
생물학및실험Ⅱ,1,5,True
생물학세미나,1,1,True
생활미술,3,2,True
생활속의화학,1,3,True
생활음악,2,2,True
선형대수,3,3,False
세계사2,1,2,True
세계사의이해,4,3,False
세포와질환,1,3,True
수학1,2,5,True
수학2,8,5,True
수학특강(위상수학),1,3,False
스페인언어와문화2,3,2,False
시사영어,4,3,False
영어2,8,3,False
영어독해와작문,5,3,False
영어청해와회화,4,3,False
우주생물학,1,3,False
유전자의이해,1,3,False
음악,4,2,True
이산구조,1,3,False
인간생물학,1,3,False
일반물리학1,2,4,True
일반물리학1(EC),2,4,True
일반물리학2(EC),1,4,True
일반물리학실험1,4,2,True
일반물리학실험2,2,2,True
일반생물학1,2,4,True
일반생물학1(EC),1,4,True
일반생물학2(EC),1,4,True
일반생물학실험,2,2,True
일반지구과학,3,3,False
일반지구과학실험,3,2,True
일반천문학,2,3,False
일반천문학실험,2,2,True
일반화학1,3,4,True
일반화학2,2,4,True
일반화학실험1,3,2,True
일반화학실험2,2,2,False
일본언어와문화2,2,2,False
쟁점과화법,5,2,False
정보과학2,9,2,True
정보과학3,1,3,False
정보과학세미나,1,1,False
정치와경제,4,3,False
중국언어와문화2,4,2,False
지구과학세미나,1,1,True
지구과학특강(관측천문학),1,3,False
창의공학,4,2,True
창의수학,6,3,False
철학산책,4,3,False
체육2,8,1,False
체육4,8,1,False
체육6,8,1,False
탐구물리,1,3,True
한국사2,1,2,True
한국사의이해2,8,2,False
한국어Ⅱ,1,4,True
한국어Ⅳ,1,4,True
한문으로읽는고전,1,2,True
화학및실험2,8,4,True
화학및실험Ⅱ,1,5,True
화학세미나,2,1,False
