Critical Thinking in English,6,3,False
TOPIK한국어,1,3,False
객체지향프로그래밍,4,3,False
고급미적분학2,3,5,False
고급미적분학3,2,3,False
과학의역사와철학,4,3,False
국어2,8,3,False
기초물리학(EC),1,3,False
기초유기화학,1,3,False
기초정수론,1,3,False
대중문화의이해,1,2,False
데이터구조및알고리즘2,1,3,False
도시계획과환경,1,3,False
문학,4,3,False
문학과사회,1,3,False
문화경제지리,1,2,True
물리학및실험2,8,4,True
물리학및실험Ⅱ,1,5,True
물리학세미나,1,1,False
물리학특강(열및통계물리학),1,3,False
물리학특강(전자회로의이해와응용),1,3,True
미분방정식,4,3,False
미술,4,2,True
미적분학1,2,5,True
미적분학2,5,5,False
분광학입문,2,3,False
생물학및실험2,8,4,True
생물학및실험Ⅱ,1,5,False
생물학특강(생화학),1,3,True
생활미술,2,2,True
생활음악,2,2,True
선형대수,3,3,False
세계사2,1,2,True
세계사의이해,4,3,False
세포와질환,1,3,False
수학1,2,5,True
수학2,8,5,True
수학세미나,1,1,False
수학적모델링,1,3,False
수학특강(Beyond differential equations),1,3,False
수학특강(해석학),1,3,True
스페인언어와문화2,3,2,False
시사영어,3,3,False
영어2,8,3,False
영어독해와작문,5,3,False
영어청해와회화,4,3,False
유전자의이해,1,3,False
음악,4,2,True
이야기로풀어내는현대사회,1,3,True
인간생물학,1,3,False
일반물리학1,2,4,True
일반물리학1(EC),2,4,True
일반물리학2,1,4,True
일반물리학2(EC),1,4,False
일반물리학실험1,4,2,False
일반물리학실험2,2,2,True
일반생물학1,1,4,True
일반생물학1(EC),1,4,True
일반생물학2,1,4,False
일반생물학실험,2,2,True
일반지구과학,3,3,False
일반지구과학실험,3,2,True
일반천문학,3,3,False
일반천문학실험,3,2,True
일반화학1,3,4,False
일반화학1(EC),1,4,True
일반화학2,2,4,True
일반화학2(EC),1,4,False
일반화학실험1,4,2,True
일반화학실험2,2,2,True
일본언어와문화2,2,2,False
쟁점과화법,4,2,False
정보과학2,9,2,True
정보과학3,1,3,False
정보과학세미나,1,1,False
정치와경제,4,3,False
중국언어와문화2,3,2,False
"지구과학특강(Urbanism, Environment, and Infrastructure)",1,3,True
창의공학,5,2,False
창의수학,3,3,False
창의적글쓰기,2,2,False
철학산책,4,3,False
체육2,8,1,False
체육4,9,1,False
체육6,8,1,False
한국사2,1,2,True
한국사의이해2,8,2,False
한국어Ⅱ,1,4,True
한국어Ⅳ,1,4,True
한문으로읽는고전,1,2,True
화학및실험2,8,4,True
화학및실험Ⅱ,1,5,False
화학세미나,1,1,True
확률및통계,2,4,True
