과학기술과사회,2,3,False
과학의역사와철학,2,3,False
국어,4,3,False
기초뇌과학,1,3,False
기초물리학(EC),1,3,True
기초분석화학,1,3,True
기초수학,1,5,True
기초유기화학,1,3,True
기초정수론(EC),2,3,False
나노화학의입문,1,3,True
논리와글쓰기,4,3,False
도시계획과환경,1,3,True
문학,4,3,False
문학과사회,2,3,False
물리학기초Ⅰ,1,2,False
물리학및실험1,8,4,True
물리학및실험I,1,4,True
물리학세미나,1,1,True
물리학특강(레이저의이해와응용),1,3,True
물리학특강(전자회로의이해와응용),2,3,True
미분방정식,1,3,False
미분방정식(EC),1,3,False
미술,4,2,True
미적분학1,8,5,True
미적분학2,2,5,True
미적분학3,1,4,True
법과학,3,2,True
생물학및실험1,8,3,False
생물학및실험Ⅰ,1,4,True
생물학특강(생화학),1,3,True
생활미술,4,2,True
생활음악,3,2,False
생활체육1,6,1,False
선형대수,1,4,True
세계사,1,2,True
세계사의이해,4,3,False
소통과화법,4,3,False
수학1,7,5,True
수학2,3,5,True
수학3,2,3,False
수학의활용,4,3,False
수학적모델링,2,3,False
수학특강(논리및집합),1,3,False
스페인언어와문화,3,2,False
시사영어,6,3,False
심화영어,1,3,False
알고리즘,1,3,False
영어1,8,3,False
영어독해와작문,4,3,False
영어청해와회화,5,3,False
우주과학및실습,1,3,True
우주생물학,1,3,False
유전자의이해,1,3,False
음악,4,2,True
일반물리학1(EC),2,4,True
일반물리학2(EC),1,4,True
일반물리학실험1,2,2,True
일반물리학실험2,1,2,True
일반생물학1,2,4,True
일반생물학2,1,4,True
일반생물학실험,2,2,True
일반지구과학,4,3,False
일반지구과학실험,4,2,True
일반천문학,2,3,False
일반천문학실험,2,2,True
일반화학1,3,4,True
일반화학2,2,4,False
일반화학실험1,4,2,True
일반화학실험2,1,2,True
일본언어와문화,3,2,False
자료구조,2,3,False
전기화학에너지시스템,2,3,True
정보과학1,10,2,True
정보과학3,2,3,False
정치경제의이해,1,2,False
정치와경제,4,3,False
중국언어와문화,1,2,False
지구과학특강(해양학),1,3,True
지구환경과학,2,3,True
천체관측의기초,2,3,False
철학,4,3,False
체육1,8,1,False
체육3,10,1,False
탐구물리,1,3,True
프로그래밍과문제해결,1,3,False
한국사의이해,4,3,False
한국어Ⅰ,1,3,False
한국어Ⅲ,1,3,False
현대물리학개론,1,3,False
화학과에너지,1,3,True
화학및실험1,8,3,True
화학및실험Ⅰ,1,4,True
확률및통계,1,4,True
확률및통계(EC),1,4,True
