과학기술과사회,2,3,False
과학의역사와철학,2,3,False
국어,4,3,False
국어특강(창의적글쓰기),1,3,False
기초뇌과학,1,3,False
기초물리학(EC),2,3,False
기초분석화학,2,3,True
기초역학,1,3,False
기초해석학,1,3,False
날씨와기후,1,3,True
논리와글쓰기,4,3,False
도시계획과환경,1,3,False
문학,4,3,False
문학과사회,2,3,False
물리학기초Ⅱ,1,2,False
물리학및실험2,8,4,True
물리학및실험II,1,4,True
물리학특강(열및통계물리학),1,3,False
미분방정식,3,3,False
미술,4,2,True
미적분학1,2,5,True
미적분학2,7,5,True
미적분학3,1,4,True
분광학입문,1,3,False
생명과학탐구,2,2,True
생물학및실험2,8,3,False
생물학및실험II,1,4,True
생물학세미나,1,1,True
생활미술,2,2,True
생활음악,2,2,True
생활체육2,5,1,False
선형대수,1,4,True
선형대수(EC),2,4,True
세계사의이해,4,3,False
소통과화법,1,3,False
수학1,2,5,True
수학2,8,5,True
수학의활용,4,3,False
수학적모델링,1,3,False
스페인언어와문화,2,2,False
심화영어,2,3,False
영미문화의이해,7,3,False
영어2,8,3,False
영어독해와작문,5,3,False
영어청해와회화,4,3,False
예술속의물리,2,2,True
음악,4,2,True
이산구조,1,3,False
일반물리학1(EC),5,4,True
일반물리학2(EC),2,4,True
일반물리학실험1,6,2,True
일반물리학실험2,3,2,True
일반생물학1,1,4,True
일반생물학2,1,4,True
일반생물학실험,1,2,True
일반지구과학,3,3,False
일반지구과학실험,4,2,True
일반천문학,1,3,False
일반천문학실험,1,2,True
일반화학1,2,4,True
일반화학1(EC),1,4,True
일반화학2,1,4,True
일반화학2(EC),1,4,True
일반화학실험1,3,2,True
일반화학실험2,2,2,True
일본언어와문화,2,2,False
자료구조,1,3,False
정보과학2,10,2,True
정보과학세미나,1,1,False
정치와경제,4,3,False
중국언어와문화,1,2,True
지구과학특강(지질학),2,3,True
철학,4,3,False
철학의이해,1,2,False
체육2,10,1,False
체육4,9,1,False
프로그래밍과문제해결,5,3,True
한국문학의이해,1,3,False
한국사,1,2,False
한국사의이해,4,3,False
한국어Ⅱ,1,3,False
한국어Ⅳ,1,3,False
화학및실험2,8,3,True
화학및실험II,1,4,True
확률및통계,1,4,True
